air_scraped,air_Neighborhood,air_Count Listings,air_Sum Accomodations,air_Count Licensed,air_Count Exempt,air_Pct. Licensed,air_Pct. License Exempt,air_Avg. Reviews/Listing,air_Unique Hosts (count),air_Med. Host Distance (km.),air_Med. Price,air_Avg. Price,air_Avg. Avlblty / Next 30d
2018-10-11,Roslindale,112,332,0,0,0.0,0.0,28.68,75,10.44,70.0,88.31,9.38
2018-10-11,Roxbury,304,958,0,0,0.0,0.0,35.89,159,4.81,83.5,125.31,6.89
2018-10-11,South Boston,310,1396,0,0,0.0,0.0,34.02,196,3.43,186.5,231.98,8.34
2018-10-11,South Boston Waterfront,45,133,0,0,0.0,0.0,24.76,37,2.08,200.0,312.36,7.09
2018-10-11,South End,409,1293,0,0,0.0,0.0,37.94,233,2.77,180.0,236.82,6.16
2018-10-11,West End,127,474,0,0,0.0,0.0,13.98,33,306.16,199.0,222.52,10.06
2018-10-11,West Roxbury,60,195,0,0,0.0,0.0,37.7,42,12.2,89.5,116.0,9.62
2018-11-17,Allston,340,1005,0,0,0.0,0.0,22.12,187,6.47,84.5,130.6,8.67
2018-11-17,Back Bay,473,1598,0,0,0.0,0.0,26.39,225,2.66,220.0,264.14,12.51
2018-11-17,Bay Village,26,108,0,0,0.0,0.0,56.38,20,1.49,176.5,243.27,11.96
2018-11-17,Beacon Hill,242,745,0,0,0.0,0.0,42.07,154,0.87,160.0,194.06,12.24
2018-11-17,Brighton,378,1065,0,0,0.0,0.0,25.51,234,8.41,80.0,113.93,12.54
2018-11-17,Charlestown,152,591,0,0,0.0,0.0,30.64,116,2.36,195.0,236.34,10.28
2018-11-17,Chinatown,127,489,0,0,0.0,0.0,18.36,38,2184.06,215.0,255.48,15.17
2018-11-17,Dorchester,497,1701,0,0,0.0,0.0,43.79,235,7.02,76.0,167.89,16.0
2018-11-17,Downtown,381,1448,0,0,0.0,0.0,29.92,148,2183.93,216.0,261.88,12.85
2018-11-17,East Boston,310,1048,0,0,0.0,0.0,59.98,178,2.79,100.0,125.07,13.69
2018-11-17,Fenway,426,1446,0,0,0.0,0.0,16.53,170,302.76,179.0,206.69,12.47
2018-11-17,Hyde Park,64,179,0,0,0.0,0.0,29.45,39,14.94,65.0,79.05,14.45
2018-11-17,Jamaica Plain,510,1742,0,0,0.0,0.0,34.74,323,7.26,120.0,146.17,11.69
2018-11-17,Leather District,6,17,0,0,0.0,0.0,24.0,6,0.97,184.5,210.5,13.0
2018-11-17,Longwood Medical Area,10,30,0,0,0.0,0.0,107.1,8,4.66,113.0,119.5,8.7
2018-11-17,Mattapan,78,224,0,0,0.0,0.0,31.36,30,8.88,60.0,72.68,20.97
2018-11-17,Mission Hill,225,905,0,0,0.0,0.0,12.86,91,301.07,199.0,266.81,14.87
2018-11-17,North End,242,1030,0,0,0.0,0.0,66.38,119,0.8,164.0,227.29,13.47
2018-11-17,Roslindale,113,346,0,0,0.0,0.0,30.22,76,10.49,72.0,88.81,14.38
2018-11-17,Roxbury,319,1030,0,0,0.0,0.0,37.45,162,4.78,85.0,272.23,13.48
2018-11-17,South Boston,327,1425,0,0,0.0,0.0,33.75,193,3.43,179.0,283.26,15.98
2018-11-17,South Boston Waterfront,72,231,0,0,0.0,0.0,17.33,39,1245.94,227.0,354.71,16.51
2018-11-17,South End,404,1270,0,0,0.0,0.0,40.7,232,2.75,175.5,208.47,11.87
2018-11-17,West End,139,511,0,0,0.0,0.0,13.92,37,306.15,245.0,240.85,15.81
2018-11-17,West Roxbury,62,195,0,0,0.0,0.0,38.08,44,12.24,84.5,109.44,14.26
2018-11-26,Back Bay,1,3,0,0,0.0,0.0,2.0,1,4009.82,200.0,200.0,26.0
2018-11-26,Chinatown,1,5,0,0,0.0,0.0,74.0,1,17.48,295.0,295.0,21.0
2018-12-13,Allston,347,1057,0,0,0.0,0.0,21.7,170,6.34,89.0,128.59,10.55
2018-12-13,Back Bay,454,1539,0,0,0.0,0.0,27.87,202,2.65,208.5,258.61,14.14
2018-12-13,Bay Village,36,139,0,0,0.0,0.0,41.97,22,1.51,158.0,210.19,13.22
2018-12-13,Beacon Hill,234,729,0,0,0.0,0.0,44.84,148,0.86,161.5,194.36,11.75
2018-12-13,Brighton,355,1005,0,0,0.0,0.0,27.31,229,8.41,80.0,114.9,12.77
2018-12-13,Charlestown,150,574,0,0,0.0,0.0,30.88,113,2.22,193.0,232.09,11.07
2018-12-13,Chinatown,123,472,0,0,0.0,0.0,19.32,33,2184.11,205.0,250.11,16.59
2018-12-13,Dorchester,490,1690,0,0,0.0,0.0,45.11,228,6.94,75.0,169.27,16.16
2018-12-13,Downtown,406,1529,0,0,0.0,0.0,27.24,143,305.7,189.0,234.84,15.34
2018-12-13,East Boston,293,1028,0,0,0.0,0.0,64.27,174,2.76,105.0,128.82,13.32
2018-12-13,Fenway,410,1405,0,0,0.0,0.0,17.53,152,302.74,175.0,200.09,16.07
2018-12-13,Hyde Park,61,175,0,0,0.0,0.0,30.21,36,14.93,65.0,80.82,17.07
2018-12-13,Jamaica Plain,512,1759,0,0,0.0,0.0,34.59,323,7.24,120.0,144.9,13.02
2018-12-13,Leather District,7,20,0,0,0.0,0.0,22.43,7,0.96,190.0,220.29,15.43
2018-12-13,Longwood Medical Area,12,32,0,0,0.0,0.0,90.83,10,4.6,106.0,105.67,9.33
2018-12-13,Mattapan,79,224,0,0,0.0,0.0,30.09,28,8.98,60.0,72.46,17.63
2018-12-13,Mission Hill,211,878,0,0,0.0,0.0,14.17,81,301.09,199.0,271.56,15.18
2018-12-13,North End,244,1039,0,0,0.0,0.0,65.25,118,0.78,168.0,231.51,14.37
2018-12-13,Roslindale,106,323,0,0,0.0,0.0,31.58,73,10.54,70.0,86.88,15.66
2018-12-13,Roxbury,324,1041,0,0,0.0,0.0,37.43,158,4.84,76.5,261.06,14.21
2018-12-13,South Boston,317,1386,0,0,0.0,0.0,33.76,183,3.34,171.0,269.87,15.78
2018-12-13,South Boston Waterfront,74,237,0,0,0.0,0.0,17.68,40,2185.43,200.0,293.15,15.92
2018-12-13,South End,409,1269,0,0,0.0,0.0,40.05,229,2.73,175.0,203.62,13.37
2018-12-13,West End,140,514,0,0,0.0,0.0,14.44,38,306.15,220.0,237.31,13.36
2018-12-13,West Roxbury,65,204,0,0,0.0,0.0,37.88,44,12.21,80.0,104.72,13.63
2019-01-17,Allston,308,947,0,0,0.0,0.0,21.76,172,6.42,95.0,135.38,10.66
2019-01-17,Back Bay,471,1621,0,0,0.0,0.0,27.58,204,2.71,225.0,333.02,12.61
2019-01-17,Bay Village,35,138,0,0,0.0,0.0,42.17,21,1.5,156.0,211.06,12.6
2019-01-17,Beacon Hill,238,746,0,0,0.0,0.0,45.57,147,0.85,160.0,192.52,10.57
2019-01-17,Brighton,339,979,0,0,0.0,0.0,26.37,223,8.66,80.0,112.96,12.4
2019-01-17,Charlestown,148,564,0,0,0.0,0.0,31.5,112,2.28,194.0,231.48,10.08
2019-01-17,Chinatown,127,479,0,0,0.0,0.0,19.58,35,2184.06,209.0,240.16,15.09
2019-01-17,Dorchester,497,1707,0,0,0.0,0.0,44.73,227,7.01,75.0,169.81,17.49
2019-01-17,Downtown,434,1588,0,0,0.0,0.0,25.04,144,305.69,200.0,259.56,13.87
2019-01-17,East Boston,299,1067,0,0,0.0,0.0,57.1,177,2.78,110.0,132.67,13.92
2019-01-17,Fenway,422,1441,0,0,0.0,0.0,16.71,153,302.76,175.0,205.56,12.12
2019-01-17,Hyde Park,57,160,0,0,0.0,0.0,27.61,36,15.01,72.0,86.04,15.7
2019-01-17,Jamaica Plain,519,1820,0,0,0.0,0.0,33.56,325,7.26,120.0,146.91,13.71
2019-01-17,Leather District,6,17,0,0,0.0,0.0,27.17,6,0.97,184.5,210.5,14.0
2019-01-17,Longwood Medical Area,12,32,0,0,0.0,0.0,93.25,10,4.6,106.0,105.67,6.92
2019-01-17,Mattapan,82,227,0,0,0.0,0.0,31.48,29,8.93,60.0,71.8,19.24
2019-01-17,Mission Hill,212,882,0,0,0.0,0.0,14.08,80,301.09,199.0,274.47,14.14
2019-01-17,North End,248,1066,0,0,0.0,0.0,67.48,119,0.77,169.0,229.7,13.68
2019-01-17,Roslindale,107,327,0,0,0.0,0.0,32.63,70,10.53,68.0,84.64,17.36
2019-01-17,Roxbury,327,1040,0,0,0.0,0.0,38.04,153,4.91,75.0,255.51,12.94
2019-01-17,South Boston,317,1384,0,0,0.0,0.0,34.24,187,3.35,170.0,272.52,14.48
2019-01-17,South Boston Waterfront,65,206,0,0,0.0,0.0,20.85,39,2.5,220.0,300.74,14.74
2019-01-17,South End,409,1280,0,0,0.0,0.0,39.83,227,2.75,175.0,202.01,12.29
2019-01-17,West End,143,528,0,0,0.0,0.0,14.29,38,306.15,249.0,287.96,14.12
2019-01-17,West Roxbury,68,212,0,0,0.0,0.0,37.16,47,12.24,80.0,107.93,13.18
2019-02-09,Allston,312,962,0,0,0.0,0.0,22.84,167,6.42,90.0,143.03,11.04
2019-02-09,Back Bay,463,1601,0,0,0.0,0.0,27.73,203,2.73,229.0,339.38,11.2
2019-02-09,Bay Village,37,141,0,0,0.0,0.0,40.81,21,1.52,155.0,203.54,11.97
2019-02-09,Beacon Hill,242,764,0,0,0.0,0.0,43.15,146,0.86,160.0,192.89,8.96
2019-02-09,Brighton,336,964,0,0,0.0,0.0,26.88,220,8.66,80.0,112.63,10.94
2019-02-09,Charlestown,145,566,0,0,0.0,0.0,31.72,107,2.28,199.0,235.73,8.97
2019-02-09,Chinatown,132,500,0,0,0.0,0.0,19.4,36,2184.05,225.0,264.65,13.02
2019-02-09,Dorchester,488,1666,0,0,0.0,0.0,45.11,228,6.96,75.0,169.8,15.34
2019-02-09,Downtown,425,1546,0,0,0.0,0.0,26.21,139,305.69,200.0,272.42,11.88
2019-02-09,East Boston,303,1073,0,0,0.0,0.0,57.19,177,2.8,110.0,128.79,12.72
2019-02-09,Fenway,419,1424,0,0,0.0,0.0,16.92,154,302.77,192.0,213.06,13.28
2019-02-09,Hyde Park,53,149,0,0,0.0,0.0,30.43,35,14.98,72.0,82.0,15.98
2019-02-09,Jamaica Plain,497,1749,0,0,0.0,0.0,34.52,322,7.15,120.0,147.73,12.27
2019-02-09,Leather District,5,13,0,0,0.0,0.0,27.6,5,0.96,179.0,214.6,9.2
2019-02-09,Longwood Medical Area,11,31,0,0,0.0,0.0,103.36,9,4.62,112.0,115.73,8.82
2019-02-09,Mattapan,69,181,0,0,0.0,0.0,31.52,30,9.4,55.0,65.13,17.26
2019-02-09,Mission Hill,205,854,0,0,0.0,0.0,14.19,79,301.1,199.0,272.37,12.73
2019-02-09,North End,236,1009,0,0,0.0,0.0,71.61,116,0.78,166.0,227.56,10.98
2019-02-09,Roslindale,111,338,0,0,0.0,0.0,32.14,72,10.49,68.0,84.34,16.81
2019-02-09,Roxbury,302,1000,0,0,0.0,0.0,40.42,158,4.87,80.0,276.1,12.92
2019-02-09,South Boston,313,1367,0,0,0.0,0.0,35.27,184,3.36,175.0,274.36,12.64
2019-02-09,South Boston Waterfront,64,205,0,0,0.0,0.0,22.03,39,4.27,210.0,308.27,13.33
2019-02-09,South End,418,1308,0,0,0.0,0.0,39.5,225,2.74,175.0,211.2,11.81
2019-02-09,West End,148,552,0,0,0.0,0.0,14.17,42,306.26,249.0,317.17,11.6
2019-02-09,West Roxbury,68,215,0,0,0.0,0.0,33.76,48,12.26,87.0,108.62,11.71
2019-03-12,Allston,302,915,0,0,0.0,0.0,23.81,165,6.43,88.5,145.9,8.57
2019-03-12,Back Bay,466,1603,0,0,0.0,0.0,28.33,208,2.73,209.5,320.02,9.95
2019-03-12,Bay Village,46,163,1,0,2.17,0.0,34.37,22,1.54,152.5,189.74,13.09
2019-03-12,Beacon Hill,241,757,0,0,0.0,0.0,43.94,149,0.87,159.0,192.34,7.12
2019-03-12,Brighton,321,944,0,0,0.0,0.0,27.6,215,8.72,80.0,115.78,9.49
2019-03-12,Charlestown,144,554,0,0,0.0,0.0,32.15,107,2.26,200.0,236.75,7.94
2019-03-12,Chinatown,129,488,0,0,0.0,0.0,20.58,34,305.75,242.0,261.4,14.32
2019-03-12,Dorchester,500,1705,0,0,0.0,0.0,44.6,229,7.02,75.0,110.37,13.72
2019-03-12,Downtown,461,1719,0,0,0.0,0.0,24.18,136,2184.03,220.0,265.77,11.02
2019-03-12,East Boston,305,1102,0,0,0.0,0.0,57.39,178,2.81,110.0,131.9,10.22
2019-03-12,Fenway,392,1361,0,0,0.0,0.0,18.3,147,299.39,213.0,227.55,11.17
2019-03-12,Hyde Park,53,149,0,0,0.0,0.0,30.77,35,14.94,72.0,84.04,14.11
2019-03-12,Jamaica Plain,482,1669,0,0,0.0,0.0,35.3,314,7.05,120.0,149.45,9.11
2019-03-12,Leather District,4,9,0,0,0.0,0.0,21.0,4,0.95,154.0,174.5,2.5
2019-03-12,Longwood Medical Area,11,31,0,0,0.0,0.0,105.18,9,4.62,112.0,118.18,4.73
2019-03-12,Mattapan,79,228,0,0,0.0,0.0,32.78,33,9.23,60.0,75.39,17.68
2019-03-12,Mission Hill,196,825,0,0,0.0,0.0,14.67,78,296.37,199.0,221.31,13.48
2019-03-12,North End,246,1068,0,0,0.0,0.0,69.85,115,0.77,169.0,195.91,10.11
2019-03-12,Roslindale,111,347,0,0,0.0,0.0,32.89,73,10.49,69.0,87.54,13.66
2019-03-12,Roxbury,299,1011,0,0,0.0,0.0,41.38,161,4.89,85.0,144.9,11.4
2019-03-12,South Boston,325,1383,0,0,0.0,0.0,35.06,185,3.36,175.0,222.05,11.56
2019-03-12,South Boston Waterfront,107,362,0,0,0.0,0.0,14.36,40,4012.13,217.0,283.07,14.09
2019-03-12,South End,429,1323,0,0,0.0,0.0,39.53,223,2.74,175.0,201.02,9.76
2019-03-12,West End,143,536,0,0,0.0,0.0,14.03,38,301.3,249.0,322.48,10.59
2019-03-12,West Roxbury,68,219,0,0,0.0,0.0,33.6,50,12.41,87.0,110.32,13.53
2019-04-15,Allston,322,1017,0,0,0.0,0.0,23.33,173,6.56,95.0,163.56,9.1
2019-04-15,Back Bay,463,1628,0,0,0.0,0.0,28.86,199,2.77,225.0,342.76,8.75
2019-04-15,Bay Village,49,176,11,0,22.45,0.0,32.39,24,1.54,135.0,192.45,11.49
2019-04-15,Beacon Hill,239,752,0,0,0.0,0.0,42.87,148,0.87,168.0,196.92,6.5
2019-04-15,Brighton,323,981,0,0,0.0,0.0,27.98,215,8.66,85.0,117.54,8.72
2019-04-15,Charlestown,143,554,0,0,0.0,0.0,33.16,108,2.28,200.0,238.4,8.41
2019-04-15,Chinatown,138,523,0,0,0.0,0.0,19.95,37,305.71,235.5,275.88,12.69
2019-04-15,Dorchester,515,1721,0,0,0.0,0.0,43.98,231,7.08,75.0,107.43,13.72
2019-04-15,Downtown,470,1722,0,0,0.0,0.0,23.89,141,2184.02,200.0,277.15,11.18
2019-04-15,East Boston,312,1117,0,0,0.0,0.0,59.9,179,2.85,110.0,132.48,8.96
2019-04-15,Fenway,386,1340,0,0,0.0,0.0,19.35,145,297.91,213.0,226.54,9.94
2019-04-15,Hyde Park,51,151,0,0,0.0,0.0,25.84,33,13.87,69.0,84.24,8.39
2019-04-15,Jamaica Plain,461,1614,0,0,0.0,0.0,38.55,304,7.04,120.0,153.66,8.08
2019-04-15,Leather District,4,14,0,0,0.0,0.0,5.0,4,0.95,252.0,242.25,9.5
2019-04-15,Longwood Medical Area,11,31,0,0,0.0,0.0,108.27,9,4.62,112.0,120.0,6.27
2019-04-15,Mattapan,60,174,0,0,0.0,0.0,37.45,29,9.54,65.0,75.05,16.97
2019-04-15,Mission Hill,195,809,0,0,0.0,0.0,15.2,77,296.37,199.0,221.81,12.91
2019-04-15,North End,234,1009,0,0,0.0,0.0,74.34,114,0.78,169.0,192.78,8.33
2019-04-15,Roslindale,108,342,0,0,0.0,0.0,34.47,72,10.53,70.0,89.94,10.22
2019-04-15,Roxbury,311,1029,0,0,0.0,0.0,41.66,158,4.92,80.0,140.32,11.41
2019-04-15,South Boston,321,1365,0,0,0.0,0.0,34.6,186,3.36,178.0,231.27,9.87
2019-04-15,South Boston Waterfront,107,368,0,0,0.0,0.0,12.76,39,4012.13,220.0,302.76,12.85
2019-04-15,South End,404,1270,0,0,0.0,0.0,43.36,221,2.68,177.0,204.83,8.26
2019-04-15,West End,139,522,0,0,0.0,0.0,14.45,35,301.33,249.0,326.78,11.94
2019-04-15,West Roxbury,67,224,0,0,0.0,0.0,35.37,48,12.4,90.0,113.96,12.24
2019-05-19,Allston,327,1034,0,0,0.0,0.0,24.03,181,6.49,99.0,184.41,6.1
2019-05-19,Back Bay,446,1552,0,0,0.0,0.0,31.83,198,2.76,222.5,339.03,6.6
2019-05-19,Bay Village,50,159,13,0,26.0,0.0,31.76,26,971.83,144.5,194.14,8.32
2019-05-19,Beacon Hill,239,748,0,0,0.0,0.0,45.34,147,0.86,169.0,196.22,5.38
2019-05-19,Brighton,324,993,0,0,0.0,0.0,29.26,213,8.67,80.0,119.37,7.45
2019-05-19,Charlestown,141,540,0,0,0.0,0.0,34.52,104,2.29,200.0,239.26,7.9
2019-05-19,Chinatown,137,515,0,0,0.0,0.0,21.52,36,305.71,244.0,279.72,11.04
2019-05-19,Dorchester,521,1769,0,0,0.0,0.0,45.77,229,6.92,75.0,108.15,9.72
2019-05-19,Downtown,469,1707,0,0,0.0,0.0,25.87,133,2184.02,199.0,260.59,9.54
2019-05-19,East Boston,319,1149,0,0,0.0,0.0,61.08,178,2.88,110.0,132.03,7.46
2019-05-19,Fenway,362,1250,0,0,0.0,0.0,20.97,148,297.85,211.5,235.68,11.32
2019-05-19,Hyde Park,55,158,0,0,0.0,0.0,26.33,37,14.4,69.0,83.36,9.4
2019-05-19,Jamaica Plain,475,1677,0,0,0.0,0.0,38.28,311,7.02,121.0,154.84,6.73
2019-05-19,Leather District,4,14,0,0,0.0,0.0,5.75,4,0.95,252.0,242.25,11.75
2019-05-19,Longwood Medical Area,10,27,0,0,0.0,0.0,107.8,8,4.66,106.0,120.5,3.1
2019-05-19,Mattapan,64,187,0,0,0.0,0.0,39.98,29,9.5,65.0,77.56,13.75
2019-05-19,Mission Hill,185,761,0,0,0.0,0.0,17.06,81,296.28,199.0,213.44,13.23
2019-05-19,North End,229,982,0,0,0.0,0.0,77.64,114,0.78,170.0,194.91,5.77
2019-05-19,Roslindale,108,348,0,0,0.0,0.0,32.76,71,10.43,75.0,95.41,10.19
2019-05-19,Roxbury,333,1114,0,0,0.0,0.0,41.11,164,4.96,79.0,136.56,8.08
2019-05-19,South Boston,317,1368,0,0,0.0,0.0,36.8,187,3.35,178.0,231.21,7.33
2019-05-19,South Boston Waterfront,102,342,0,0,0.0,0.0,14.08,35,4012.13,249.5,300.87,11.82
2019-05-19,South End,409,1273,0,0,0.0,0.0,44.37,215,2.69,175.0,203.66,6.33
2019-05-19,West End,133,512,0,0,0.0,0.0,14.8,32,305.99,250.0,343.77,13.04
2019-05-19,West Roxbury,74,246,0,0,0.0,0.0,32.31,49,12.41,85.0,115.05,10.2
2019-05-24,Fenway,1,5,0,0,0.0,0.0,33.0,1,302.75,298.0,298.0,0.0
2019-06-14,Allston,321,996,0,0,0.0,0.0,24.59,181,6.48,95.0,186.61,6.47
2019-06-14,Back Bay,441,1544,0,0,0.0,0.0,32.1,194,2.75,225.0,342.46,7.59
2019-06-14,Bay Village,46,137,12,0,26.09,0.0,32.15,22,2057.5,132.0,186.87,13.46
2019-06-14,Beacon Hill,242,758,0,0,0.0,0.0,47.01,148,0.87,169.0,198.11,6.56
2019-06-14,Brighton,320,997,0,0,0.0,0.0,30.74,211,8.55,82.5,118.61,6.51
2019-06-14,Charlestown,142,535,0,0,0.0,0.0,35.98,108,2.26,197.0,231.97,6.98
2019-06-14,Chinatown,136,505,0,0,0.0,0.0,22.09,33,305.71,244.5,277.77,14.04
2019-06-14,Dorchester,515,1791,0,0,0.0,0.0,45.23,222,6.93,75.0,111.03,10.06
2019-06-14,Downtown,475,1772,0,0,0.0,0.0,25.94,138,2184.02,199.0,265.95,11.91
2019-06-14,East Boston,328,1132,0,0,0.0,0.0,62.98,181,2.94,100.0,127.45,8.56
2019-06-14,Fenway,372,1274,0,0,0.0,0.0,20.6,155,299.39,213.0,238.16,11.9
2019-06-14,Hyde Park,48,131,0,0,0.0,0.0,27.67,35,14.17,70.0,80.75,10.31
2019-06-14,Jamaica Plain,476,1662,0,0,0.0,0.0,38.68,312,6.96,125.0,152.66,6.78
2019-06-14,Leather District,4,13,0,0,0.0,0.0,6.75,4,0.97,252.0,279.75,9.75
2019-06-14,Longwood Medical Area,11,28,0,0,0.0,0.0,100.27,9,4.7,100.0,113.09,4.82
2019-06-14,Mattapan,53,167,0,0,0.0,0.0,38.68,26,9.78,70.0,78.49,14.25
2019-06-14,Mission Hill,195,784,0,0,0.0,0.0,17.32,82,296.31,199.0,213.06,12.93
2019-06-14,North End,236,1008,0,0,0.0,0.0,80.28,116,0.77,169.0,200.2,7.42
2019-06-14,Roslindale,110,345,0,0,0.0,0.0,33.78,74,10.43,75.0,95.96,8.3
2019-06-14,Roxbury,358,1157,0,0,0.0,0.0,40.51,167,4.97,75.0,131.58,11.69
2019-06-14,South Boston,321,1361,0,0,0.0,0.0,39.19,185,3.32,178.0,228.7,8.3
2019-06-14,South Boston Waterfront,96,321,0,0,0.0,0.0,12.58,31,4012.13,250.0,335.77,15.49
2019-06-14,South End,389,1233,0,0,0.0,0.0,47.66,212,2.73,175.0,229.01,7.39
2019-06-14,West End,139,531,0,0,0.0,0.0,15.32,34,301.48,250.0,340.73,10.81
2019-06-14,West Roxbury,74,249,0,0,0.0,0.0,33.51,48,12.41,87.0,114.04,9.99
2019-07-14,Allston,324,1003,0,0,0.0,0.0,24.63,185,6.48,88.5,185.36,5.02
2019-07-14,Back Bay,413,1422,0,0,0.0,0.0,33.75,191,2.71,215.0,306.3,6.26
2019-07-14,Bay Village,45,139,12,0,26.67,0.0,26.87,23,2183.38,139.0,183.76,10.64
2019-07-14,Beacon Hill,236,725,0,0,0.0,0.0,45.74,141,0.89,168.5,196.74,6.15
2019-07-14,Brighton,330,1007,0,0,0.0,0.0,31.67,212,8.56,80.0,117.86,6.39
2019-07-14,Charlestown,146,548,0,0,0.0,0.0,36.17,108,2.35,199.5,229.82,7.05
2019-07-14,Chinatown,136,501,0,0,0.0,0.0,22.14,37,305.71,238.0,274.49,11.32
2019-07-14,Dorchester,528,1855,0,0,0.0,0.0,46.5,233,6.95,75.0,112.87,9.31
2019-07-14,Downtown,473,1715,0,0,0.0,0.0,27.57,132,2184.02,199.0,263.45,10.75
2019-07-14,East Boston,333,1140,0,0,0.0,0.0,65.47,185,2.92,100.0,128.3,6.66
2019-07-14,Fenway,375,1266,0,0,0.0,0.0,20.97,154,297.9,200.0,234.4,10.73
2019-07-14,Hyde Park,48,136,0,0,0.0,0.0,31.17,35,13.7,71.5,82.79,11.23
2019-07-14,Jamaica Plain,470,1673,0,0,0.0,0.0,39.13,304,6.96,125.0,248.33,6.54
2019-07-14,Leather District,4,12,0,0,0.0,0.0,1.5,4,0.97,174.5,241.0,5.5
2019-07-14,Longwood Medical Area,11,28,0,0,0.0,0.0,102.27,9,4.7,105.0,116.18,4.18
2019-07-14,Mattapan,47,156,0,0,0.0,0.0,41.72,22,9.81,72.0,79.45,13.81
2019-07-14,Mission Hill,199,804,0,0,0.0,0.0,18.02,85,296.31,199.0,215.67,11.02
2019-07-14,North End,231,992,0,0,0.0,0.0,82.8,112,0.77,175.0,202.88,6.2
2019-07-14,Roslindale,108,328,0,0,0.0,0.0,35.37,75,10.47,72.5,91.34,7.1
2019-07-14,Roxbury,353,1186,0,0,0.0,0.0,42.52,167,4.93,80.0,139.02,8.73
2019-07-14,South Boston,314,1317,0,0,0.0,0.0,39.66,181,3.35,179.5,227.58,8.08
2019-07-14,South Boston Waterfront,106,345,0,0,0.0,0.0,12.32,38,3098.99,250.0,321.26,16.94
2019-07-14,South End,387,1206,0,0,0.0,0.0,46.26,210,2.79,175.0,222.32,6.04
2019-07-14,West End,140,532,0,0,0.0,0.0,15.79,35,301.33,250.0,340.31,11.11
2019-07-14,West Roxbury,78,263,0,0,0.0,0.0,35.64,50,12.43,89.0,116.03,9.85
2019-07-15,Allston,1,1,0,0,0.0,0.0,2.0,1,21.75,35.0,35.0,0.0
2019-07-15,Bay Village,1,5,0,0,0.0,0.0,13.0,1,1.5,500.0,500.0,0.0
2019-08-19,Allston,320,943,0,0,0.0,0.0,25.37,187,6.45,85.0,168.38,4.46
2019-08-19,Back Bay,408,1385,0,0,0.0,0.0,34.6,194,2.71,200.0,279.11,6.32
2019-08-19,Bay Village,47,143,11,0,23.4,0.0,27.94,25,307.14,150.0,226.23,12.0
2019-08-19,Beacon Hill,231,716,0,0,0.0,0.0,47.39,138,0.87,169.0,215.48,6.25
2019-08-19,Brighton,325,993,0,0,0.0,0.0,33.12,205,8.68,85.0,124.88,4.62
2019-08-19,Charlestown,141,536,0,0,0.0,0.0,39.11,104,2.3,200.0,234.71,8.32
2019-08-19,Chinatown,140,520,0,0,0.0,0.0,22.94,38,305.7,249.0,273.58,14.63
2019-08-19,Dorchester,528,1845,0,0,0.0,0.0,47.73,229,6.93,75.0,113.23,9.4
2019-08-19,Downtown,487,1787,0,0,0.0,0.0,29.2,136,2183.94,199.0,260.33,11.45
2019-08-19,East Boston,330,1114,0,0,0.0,0.0,67.65,186,2.94,104.0,128.96,7.46
2019-08-19,Fenway,368,1251,0,0,0.0,0.0,23.12,156,297.91,200.0,227.91,10.07
2019-08-19,Hyde Park,47,129,0,0,0.0,0.0,30.66,34,14.11,69.0,82.28,10.15
2019-08-19,Jamaica Plain,478,1738,0,0,0.0,0.0,40.71,305,6.97,125.0,259.4,5.18
2019-08-19,Leather District,4,12,0,0,0.0,0.0,3.5,4,0.97,174.5,241.0,1.5
2019-08-19,Longwood Medical Area,11,28,0,0,0.0,0.0,106.18,9,4.7,105.0,115.09,3.73
2019-08-19,Mattapan,49,155,0,0,0.0,0.0,48.1,22,9.7,70.0,75.0,12.92
2019-08-19,Mission Hill,198,808,0,0,0.0,0.0,18.04,85,296.34,199.0,218.96,11.92
2019-08-19,North End,224,946,0,0,0.0,0.0,86.04,114,0.77,178.5,207.03,7.83
2019-08-19,Roslindale,103,315,0,0,0.0,0.0,36.95,74,10.54,69.0,89.73,6.9
2019-08-19,Roxbury,352,1180,0,0,0.0,0.0,44.59,171,4.96,80.0,141.51,8.18
2019-08-19,South Boston,305,1253,0,0,0.0,0.0,43.39,181,3.31,173.0,228.45,6.74
2019-08-19,South Boston Waterfront,107,355,0,0,0.0,0.0,12.82,39,2729.13,250.0,330.69,16.58
2019-08-19,South End,380,1176,0,0,0.0,0.0,48.37,208,2.79,175.0,223.25,6.37
2019-08-19,West End,129,485,0,0,0.0,0.0,16.33,34,301.3,249.0,294.48,14.48
2019-08-19,West Roxbury,79,267,0,0,0.0,0.0,37.47,51,12.46,89.0,114.49,9.7
2019-09-22,Allston,319,882,8,0,2.51,0.0,21.35,166,6.3,95.0,129.09,6.52
2019-09-22,Back Bay,325,1078,14,0,4.31,0.0,36.38,177,2.76,200.0,250.03,6.51
2019-09-22,Bay Village,49,131,16,0,32.65,0.0,22.82,24,2183.38,140.0,205.88,12.22
2019-09-22,Beacon Hill,204,613,4,0,1.96,0.0,49.24,128,0.9,170.5,200.91,5.08
2019-09-22,Brighton,295,888,34,0,11.53,0.0,35.11,196,8.59,80.0,121.31,5.23
2019-09-22,Charlestown,131,491,19,0,14.5,0.0,37.13,97,2.42,200.0,239.8,7.26
2019-09-22,Chinatown,117,412,0,0,0.0,0.0,23.91,31,305.75,235.0,269.42,9.2
