air_scraped,air_Census Tract (2010),air_Count Listings,air_Sum Accomodations,air_Count Licensed,air_Count Exempt,air_Pct. Licensed,air_Pct. License Exempt,air_Avg. Reviews/Listing,air_Unique Hosts (count),air_Med. Host Distance (km.),air_Med. Price,air_Avg. Price,air_Avg. Avlblty / Next 30d
2018-05-17,1201.05,11,46,0,0,0.0,0.0,24.45,9,8.01,150.0,213.18,9.18
2018-05-17,1202.01,45,168,0,0,0.0,0.0,22.44,33,7.31,146.0,146.36,5.62
2018-05-17,1203.01,45,134,0,0,0.0,0.0,21.84,37,6.48,91.0,111.18,8.67
2018-05-17,1204.0,70,283,0,0,0.0,0.0,37.14,64,6.78,150.0,171.81,5.91
2018-05-17,1205.0,27,82,0,0,0.0,0.0,39.37,22,5.83,70.0,91.22,5.81
2018-05-17,1206.0,28,74,0,0,0.0,0.0,56.39,24,6.23,93.5,113.36,5.93
2018-05-17,1207.0,24,67,0,0,0.0,0.0,4.79,20,6.2,92.5,113.29,9.75
2018-05-17,1301.0,11,35,0,0,0.0,0.0,18.0,10,2174.42,100.0,107.73,10.27
2018-05-17,1302.0,5,21,0,0,0.0,0.0,35.2,5,11.32,100.0,139.0,9.0
2018-05-17,1303.0,12,36,0,0,0.0,0.0,29.75,7,11.71,87.0,100.92,5.92
2018-05-17,1304.02,15,46,0,0,0.0,0.0,46.0,9,13.29,68.0,90.8,12.87
2018-05-17,1304.04,3,9,0,0,0.0,0.0,77.33,3,12.96,50.0,71.0,8.67
2018-05-17,1304.06,5,8,0,0,0.0,0.0,1.6,5,13.57,90.0,99.6,6.2
2018-05-17,1401.05,6,11,0,0,0.0,0.0,8.0,6,11.94,55.0,59.0,10.5
2018-05-17,1401.06,2,7,0,0,0.0,0.0,28.5,2,11.25,70.5,70.5,11.5
2018-05-17,1401.07,1,7,0,0,0.0,0.0,70.0,1,12.98,130.0,130.0,4.0
2018-05-17,1402.01,9,25,0,0,0.0,0.0,6.0,2,14.97,44.0,53.56,3.67
2018-05-17,1402.02,9,28,0,0,0.0,0.0,33.0,8,13.58,55.0,64.56,9.33
2018-05-17,1403.0,11,45,0,0,0.0,0.0,50.27,10,12.28,124.0,114.18,8.27
2018-05-17,1404.0,20,42,0,0,0.0,0.0,14.35,12,26.14,50.0,62.1,14.95
2018-05-17,9811.0,3,11,0,0,0.0,0.0,9.67,2,27.16,75.0,135.67,9.0
2018-05-17,9812.01,1,16,0,0,0.0,0.0,41.0,1,4.0,300.0,300.0,9.0
2018-05-17,9812.02,4,20,0,0,0.0,0.0,9.75,4,12.82,190.0,281.25,8.75
2018-05-17,9813.0,5,14,0,0,0.0,0.0,107.8,5,2.49,80.0,85.6,10.2
2018-05-17,9815.01,19,63,0,0,0.0,0.0,11.42,17,3.47,175.0,230.21,11.21
2018-05-17,9817.0,3,8,0,0,0.0,0.0,58.0,3,159.34,220.0,180.0,0.0
2018-05-17,9818.0,51,153,0,0,0.0,0.0,4.14,26,2179.68,170.0,256.94,13.71
2018-05-18,1.0,7,17,0,0,0.0,0.0,31.14,6,6.14,75.0,75.0,3.43
2018-05-18,2.01,3,7,0,0,0.0,0.0,17.33,3,2176.33,59.0,78.0,11.33
2018-05-18,2.02,1,1,0,0,0.0,0.0,0.0,1,8.42,35.0,35.0,0.0
2018-05-18,3.01,3,9,0,0,0.0,0.0,16.33,3,9.25,55.0,85.0,5.33
2018-05-18,3.02,3,9,0,0,0.0,0.0,27.0,3,1496.29,78.0,92.33,2.67
2018-05-18,4.01,3,10,0,0,0.0,0.0,11.67,3,7.98,70.0,65.0,5.0
2018-05-18,4.02,3,5,0,0,0.0,0.0,60.33,3,2176.08,50.0,49.0,9.0
2018-05-18,5.02,3,9,0,0,0.0,0.0,3.0,3,8.62,100.0,136.33,7.0
2018-05-18,5.03,1,2,0,0,0.0,0.0,12.0,1,2.51,149.0,149.0,0.0
2018-05-18,5.04,1,1,0,0,0.0,0.0,1.0,1,1497.16,32.0,32.0,0.0
2018-05-18,6.01,5,11,0,0,0.0,0.0,2.4,4,7.4,70.0,254.8,7.0
2018-05-18,6.02,5,10,0,0,0.0,0.0,2.4,5,7.01,69.0,86.0,4.2
2018-05-18,7.01,6,11,0,0,0.0,0.0,7.5,6,6.76,67.5,68.83,7.67
2018-05-18,7.03,6,15,0,0,0.0,0.0,34.17,6,1092.09,84.5,91.5,5.17
2018-05-18,7.04,9,15,0,0,0.0,0.0,24.56,6,6.17,49.0,64.11,5.56
2018-05-18,8.02,15,41,0,0,0.0,0.0,18.4,14,6.45,70.0,100.8,5.13
2018-05-18,101.03,1,2,0,0,0.0,0.0,7.0,1,3.91,275.0,275.0,1.0
2018-05-18,101.04,10,30,0,0,0.0,0.0,10.2,9,3.26,157.5,173.2,8.1
2018-05-18,102.03,13,53,0,0,0.0,0.0,8.38,6,2180.9,295.0,332.23,23.23
2018-05-18,102.04,12,34,0,0,0.0,0.0,23.67,11,204.93,138.0,188.17,10.0
2018-05-18,104.03,2,5,0,0,0.0,0.0,4.0,2,317.21,102.5,102.5,0.0
2018-05-18,104.04,4,10,0,0,0.0,0.0,2.0,4,3.22,182.0,174.5,3.5
2018-05-18,104.05,1,4,0,0,0.0,0.0,103.0,1,2.94,160.0,160.0,16.0
2018-05-18,105.0,8,27,0,0,0.0,0.0,25.25,7,2.76,212.5,213.12,14.0
2018-05-18,106.0,5,20,0,0,0.0,0.0,18.8,4,2.37,257.0,276.2,14.4
2018-05-18,107.01,4,15,0,0,0.0,0.0,13.5,4,33.66,325.0,453.25,5.0
2018-05-18,107.02,2,3,0,0,0.0,0.0,67.0,2,1.86,117.0,117.0,6.0
2018-05-18,108.01,3,8,0,0,0.0,0.0,51.0,3,1.97,275.0,341.67,2.67
2018-05-18,108.02,8,38,0,0,0.0,0.0,33.88,8,2.6,278.0,271.38,5.75
2018-05-18,201.01,8,26,0,0,0.0,0.0,46.25,8,0.97,193.0,218.25,7.88
2018-05-18,202.0,8,19,0,0,0.0,0.0,15.62,8,0.8,109.5,129.62,1.5
2018-05-18,203.01,11,42,0,0,0.0,0.0,3.18,4,0.99,250.0,250.27,26.45
2018-05-18,203.02,4,13,0,0,0.0,0.0,71.25,4,0.45,167.5,318.25,4.25
2018-05-18,203.03,9,40,0,0,0.0,0.0,17.67,7,66.63,220.0,333.0,7.67
2018-05-18,301.0,8,30,0,0,0.0,0.0,41.25,6,0.78,99.0,116.25,4.75
2018-05-18,303.0,6,14,0,0,0.0,0.0,22.17,6,0.4,192.5,256.83,6.0
2018-05-18,304.0,9,44,0,0,0.0,0.0,54.56,6,0.69,159.0,148.89,4.33
2018-05-18,305.0,3,7,0,0,0.0,0.0,32.67,3,2185.05,154.0,179.67,1.0
2018-05-18,401.0,2,6,0,0,0.0,0.0,0.5,2,1092.85,453.5,453.5,7.0
2018-05-18,403.0,2,6,0,0,0.0,0.0,18.0,2,318.86,131.0,131.0,7.5
2018-05-18,404.01,2,6,0,0,0.0,0.0,46.0,2,1093.12,345.0,345.0,1.0
2018-05-18,406.0,9,29,0,0,0.0,0.0,7.22,9,25.73,125.0,161.89,6.22
2018-05-18,408.01,1,2,0,0,0.0,0.0,0.0,1,27.58,200.0,200.0,23.0
2018-05-18,501.01,2,5,0,0,0.0,0.0,49.5,2,2.86,125.0,125.0,8.0
2018-05-18,502.0,4,12,0,0,0.0,0.0,11.75,4,156.13,139.5,947.25,11.25
2018-05-18,503.0,1,2,0,0,0.0,0.0,24.0,1,1.79,125.0,125.0,0.0
2018-05-18,504.0,5,9,0,0,0.0,0.0,132.4,4,1.92,75.0,76.2,10.6
2018-05-18,505.0,3,5,0,0,0.0,0.0,54.67,3,2.27,115.0,99.67,7.0
2018-05-18,506.0,1,6,0,0,0.0,0.0,0.0,1,2186.63,275.0,275.0,14.0
2018-05-18,507.0,2,6,0,0,0.0,0.0,151.5,2,2.79,77.0,77.0,10.0
2018-05-18,509.01,2,4,0,0,0.0,0.0,4.0,2,3.2,110.0,110.0,3.5
2018-05-18,510.0,2,11,0,0,0.0,0.0,39.0,2,4.17,205.0,205.0,7.5
2018-05-18,511.01,4,12,0,0,0.0,0.0,18.25,3,1097.23,66.5,102.5,9.0
2018-05-18,512.0,2,5,0,0,0.0,0.0,99.5,2,2.26,110.0,110.0,1.5
2018-05-18,601.01,2,6,0,0,0.0,0.0,0.5,2,3.67,153.0,153.0,3.0
2018-05-18,602.0,1,6,0,0,0.0,0.0,122.0,1,1961.79,250.0,250.0,1.0
2018-05-18,604.0,3,11,0,0,0.0,0.0,16.33,3,3.54,125.0,171.33,0.0
2018-05-18,605.01,2,7,0,0,0.0,0.0,19.0,2,2185.88,186.5,186.5,21.0
2018-05-18,606.0,3,10,0,0,0.0,0.0,48.67,2,4345.49,129.0,311.0,14.0
2018-05-18,608.0,1,2,0,0,0.0,0.0,28.0,1,2.91,140.0,140.0,0.0
2018-05-18,610.0,2,5,0,0,0.0,0.0,23.0,2,1093.85,132.5,132.5,9.0
2018-05-18,612.0,15,47,0,0,0.0,0.0,38.47,13,3.31,135.0,156.8,6.93
2018-05-18,701.01,32,133,0,0,0.0,0.0,13.44,16,2184.27,165.5,194.59,14.69
2018-05-18,702.0,23,81,0,0,0.0,0.0,9.91,10,2184.13,195.0,245.96,20.22
2018-05-18,703.0,11,45,0,0,0.0,0.0,37.82,11,1.89,250.0,277.36,1.36
2018-05-18,704.02,3,12,0,0,0.0,0.0,64.0,3,2183.44,195.0,146.33,12.67
2018-05-18,705.0,6,24,0,0,0.0,0.0,34.0,6,2.33,149.5,276.17,7.83
2018-05-18,706.0,6,22,0,0,0.0,0.0,12.17,5,2.43,265.0,297.0,7.0
2018-05-18,707.0,7,14,0,0,0.0,0.0,63.43,7,2.19,139.0,164.43,7.29
2018-05-18,708.0,3,8,0,0,0.0,0.0,44.0,3,2.74,220.0,281.33,12.67
2018-05-18,709.0,3,14,0,0,0.0,0.0,105.67,3,3.07,148.0,216.0,1.0
2018-05-18,711.01,4,17,0,0,0.0,0.0,82.0,4,317.3,165.0,164.5,2.25
2018-05-18,712.01,3,13,0,0,0.0,0.0,9.67,3,2.38,350.0,401.67,7.33
2018-05-18,803.0,1,1,0,0,0.0,0.0,3.0,1,2182.4,35.0,35.0,29.0
2018-05-18,805.0,4,11,0,0,0.0,0.0,39.75,4,3.23,84.5,100.5,2.75
2018-05-18,806.01,3,7,0,0,0.0,0.0,10.33,3,9.68,100.0,103.67,7.0
2018-05-18,808.01,1,5,0,0,0.0,0.0,0.0,1,4.39,200.0,200.0,0.0
2018-05-18,809.0,9,37,0,0,0.0,0.0,16.89,9,4.71,80.0,106.78,9.44
2018-05-18,810.01,2,3,0,0,0.0,0.0,97.0,2,5.12,77.0,77.0,1.0
2018-05-18,811.0,18,83,0,0,0.0,0.0,1.11,8,2179.7,170.0,165.22,20.11
2018-05-18,812.0,2,4,0,0,0.0,0.0,19.0,2,1092.95,60.5,60.5,8.0
2018-05-18,813.0,2,5,0,0,0.0,0.0,87.0,2,33.68,114.5,114.5,6.5
2018-05-18,814.0,10,50,0,0,0.0,0.0,17.5,10,4.72,154.5,171.6,4.6
2018-05-18,815.0,1,7,0,0,0.0,0.0,10.0,1,5985.25,126.0,126.0,0.0
2018-05-18,817.0,1,6,0,0,0.0,0.0,7.0,1,4.55,180.0,180.0,0.0
2018-05-18,818.0,4,6,0,0,0.0,0.0,5.25,2,4.97,36.0,39.5,12.75
2018-05-18,819.0,1,2,0,0,0.0,0.0,0.0,1,5.35,50.0,50.0,0.0
2018-05-18,906.0,1,2,0,0,0.0,0.0,9.0,1,27.03,75.0,75.0,6.0
2018-05-18,907.0,3,8,0,0,0.0,0.0,8.33,3,4.37,100.0,121.67,19.0
2018-05-18,910.01,6,15,0,0,0.0,0.0,146.83,4,5.72,73.0,80.67,10.5
2018-05-18,911.0,5,24,0,0,0.0,0.0,38.2,5,5.04,95.0,122.0,13.2
2018-05-18,912.0,2,12,0,0,0.0,0.0,50.5,2,5.08,105.0,105.0,2.5
2018-05-18,915.0,3,15,0,0,0.0,0.0,31.33,3,5.38,84.0,110.67,3.67
2018-05-18,918.0,6,8,0,0,0.0,0.0,8.5,4,6.26,36.0,39.33,18.17
2018-05-18,919.0,2,3,0,0,0.0,0.0,1.0,2,1094.66,60.0,60.0,17.0
2018-05-18,921.01,7,33,0,0,0.0,0.0,79.57,5,7.26,150.0,177.86,11.29
2018-05-18,922.0,3,7,0,0,0.0,0.0,50.33,3,7.41,69.0,73.0,5.67
2018-05-18,1005.0,1,2,0,0,0.0,0.0,0.0,1,8.1,60.0,60.0,0.0
2018-05-18,1006.01,1,2,0,0,0.0,0.0,107.0,1,7.92,59.0,59.0,7.0
2018-05-18,1008.0,3,11,0,0,0.0,0.0,45.33,2,11337.43,40.0,66.67,12.33
2018-05-18,1009.0,4,10,0,0,0.0,0.0,1.5,4,29.46,82.5,112.5,14.0
2018-05-18,1010.01,1,2,0,0,0.0,0.0,1.0,1,2179.77,75.0,75.0,29.0
2018-05-18,1010.02,1,4,0,0,0.0,0.0,0.0,1,3.42,100.0,100.0,0.0
2018-05-18,1011.01,2,3,0,0,0.0,0.0,84.5,2,9.05,55.0,55.0,20.0
2018-05-18,1101.03,7,27,0,0,0.0,0.0,3.14,7,8.64,117.0,136.57,3.14
2018-05-18,1104.01,1,2,0,0,0.0,0.0,2.0,1,9.35,60.0,60.0,0.0
2018-05-18,1104.03,2,6,0,0,0.0,0.0,26.0,2,10.6,80.5,80.5,12.5
2018-05-18,1105.01,1,2,0,0,0.0,0.0,3.0,1,11.24,70.0,70.0,0.0
2018-05-18,1105.02,4,8,0,0,0.0,0.0,21.75,4,10.59,66.0,67.75,6.75
2018-05-18,1106.01,1,3,0,0,0.0,0.0,0.0,1,10.44,100.0,100.0,0.0
2018-05-18,1106.07,6,16,0,0,0.0,0.0,22.67,6,9.84,84.5,90.67,10.83
2018-05-18,1201.03,4,10,0,0,0.0,0.0,48.5,4,7.26,100.0,98.5,6.75
2018-05-18,1201.04,3,20,0,0,0.0,0.0,2.67,3,7.5,250.0,273.33,0.67
2018-05-18,1201.05,1,4,0,0,0.0,0.0,1.0,1,2178.02,80.0,80.0,0.0
2018-05-18,1202.01,6,19,0,0,0.0,0.0,25.5,6,7.01,115.0,124.0,2.83
2018-05-18,1203.01,9,40,0,0,0.0,0.0,77.11,7,6.15,147.0,150.22,7.0
2018-05-18,1204.0,6,26,0,0,0.0,0.0,23.33,6,6.89,161.5,197.0,7.33
2018-05-18,1205.0,2,10,0,0,0.0,0.0,45.0,2,5.96,193.0,193.0,9.0
2018-05-18,1206.0,4,8,0,0,0.0,0.0,25.5,4,6.13,66.5,73.0,2.5
2018-05-18,1207.0,5,19,0,0,0.0,0.0,28.6,5,5.8,99.0,102.4,6.8
2018-05-18,1301.0,2,6,0,0,0.0,0.0,1.0,2,11.74,117.5,117.5,11.0
2018-05-18,1302.0,1,6,0,0,0.0,0.0,14.0,1,10.91,125.0,125.0,19.0
2018-05-18,1303.0,1,1,0,0,0.0,0.0,5.0,1,2175.15,53.0,53.0,16.0
2018-05-18,1304.02,1,2,0,0,0.0,0.0,0.0,1,2174.35,80.0,80.0,27.0
2018-05-18,1401.02,1,2,0,0,0.0,0.0,0.0,1,50.03,45.0,45.0,25.0
2018-05-18,1401.06,1,3,0,0,0.0,0.0,34.0,1,11.37,58.0,58.0,0.0
2018-05-18,1402.02,1,2,0,0,0.0,0.0,34.0,1,13.7,95.0,95.0,11.0
2018-05-18,1403.0,1,1,0,0,0.0,0.0,4.0,1,12.21,45.0,45.0,1.0
2018-05-18,1404.0,3,8,0,0,0.0,0.0,23.67,3,2178.54,51.0,57.0,16.67
2018-05-18,9813.0,1,5,0,0,0.0,0.0,77.0,1,29.85,120.0,120.0,11.0
2018-05-18,9815.01,3,9,0,0,0.0,0.0,4.67,3,1.11,81.0,153.33,10.0
2018-05-18,9817.0,3,6,0,0,0.0,0.0,8.0,2,2183.83,108.0,121.67,0.0
2018-05-18,9818.0,5,20,0,0,0.0,0.0,1.4,4,2179.68,179.0,140.8,15.2
2018-05-19,8.02,1,2,0,0,0.0,0.0,6.0,1,2178.66,70.0,70.0,13.0
2018-05-19,104.03,1,4,0,0,0.0,0.0,3.0,1,3.56,250.0,250.0,0.0
2018-05-19,107.02,1,2,0,0,0.0,0.0,25.0,1,1.84,150.0,150.0,0.0
2018-05-19,711.01,1,6,0,0,0.0,0.0,29.0,1,2.99,250.0,250.0,8.0
2018-05-19,811.0,1,1,0,0,0.0,0.0,1.0,1,4097.18,50.0,50.0,0.0
2018-05-19,1105.02,1,4,0,0,0.0,0.0,37.0,1,10.51,120.0,120.0,2.0
2018-05-19,1202.01,1,4,0,0,0.0,0.0,1.0,1,6.92,250.0,250.0,0.0
2018-07-18,1.0,113,295,0,0,0.0,0.0,20.48,47,6.82,80.0,255.83,8.31
2018-07-18,2.01,23,65,0,0,0.0,0.0,36.52,18,18.98,60.0,88.48,6.83
2018-07-18,2.02,13,54,0,0,0.0,0.0,20.85,11,7.72,125.0,168.62,8.38
2018-07-18,3.01,29,91,0,0,0.0,0.0,18.52,20,9.27,99.0,126.38,9.48
2018-07-18,3.02,26,87,0,0,0.0,0.0,21.08,20,9.06,89.5,110.46,8.12
2018-07-18,4.01,36,110,0,0,0.0,0.0,30.47,30,7.96,80.0,101.44,5.69
2018-07-18,4.02,21,77,0,0,0.0,0.0,35.81,16,8.59,95.0,178.43,6.48
2018-07-18,5.02,31,101,0,0,0.0,0.0,11.81,23,1372.87,108.0,120.58,9.35
2018-07-18,5.03,19,51,0,0,0.0,0.0,25.21,14,298.9,85.0,102.11,7.42
2018-07-18,5.04,41,108,0,0,0.0,0.0,16.44,34,7.44,75.0,94.12,5.54
2018-07-18,6.01,26,83,0,0,0.0,0.0,14.38,23,7.4,75.0,85.58,5.08
2018-07-18,6.02,56,165,0,0,0.0,0.0,11.95,38,6.98,80.0,96.7,5.11
2018-07-18,7.01,57,182,0,0,0.0,0.0,23.33,41,6.74,90.0,108.21,4.77
2018-07-18,7.03,39,103,0,0,0.0,0.0,25.54,31,6.0,80.0,90.15,3.69
2018-07-18,7.04,71,188,0,0,0.0,0.0,15.93,46,6.26,80.0,93.15,4.97
2018-07-18,8.02,131,381,0,0,0.0,0.0,23.68,69,6.29,70.0,136.85,6.76
2018-07-18,8.03,11,33,0,0,0.0,0.0,11.18,9,5.43,90.0,101.82,4.73
2018-07-18,101.03,12,23,0,0,0.0,0.0,13.0,9,3.78,137.5,145.92,4.0
2018-07-18,101.04,76,261,0,0,0.0,0.0,20.47,44,3.05,162.0,195.16,8.72
2018-07-18,102.03,209,806,0,0,0.0,0.0,8.6,44,2180.87,225.0,284.61,15.62
2018-07-18,102.04,83,265,0,0,0.0,0.0,16.01,34,2180.76,176.0,245.4,13.11
2018-07-18,103.0,6,12,0,0,0.0,0.0,156.33,5,4.35,91.5,204.0,9.5
2018-07-18,104.03,38,102,0,0,0.0,0.0,18.03,34,2.97,151.0,155.37,3.71
2018-07-18,104.04,34,90,0,0,0.0,0.0,8.59,34,3.14,109.5,184.35,4.56
2018-07-18,104.05,19,47,0,0,0.0,0.0,20.26,17,3.3,120.0,129.32,1.79
2018-07-18,104.08,10,31,0,0,0.0,0.0,9.6,10,3.63,117.0,146.9,6.9
2018-07-18,105.0,52,161,0,0,0.0,0.0,31.54,37,2.78,159.5,188.58,7.4
2018-07-18,106.0,98,375,0,0,0.0,0.0,18.03,38,2182.4,264.5,297.99,10.11
2018-07-18,107.01,93,299,0,0,0.0,0.0,27.26,52,2.52,199.0,241.91,5.74
2018-07-18,107.02,51,179,0,0,0.0,0.0,26.31,35,1.93,160.0,287.39,7.33
2018-07-18,108.01,47,155,0,0,0.0,0.0,41.13,36,1.69,209.0,234.74,5.26
2018-07-18,108.02,67,218,0,0,0.0,0.0,26.93,51,2.51,199.0,244.67,6.39
2018-07-18,201.01,111,335,0,0,0.0,0.0,30.56,77,0.99,180.0,213.88,7.06
2018-07-18,202.0,104,340,0,0,0.0,0.0,30.73,79,0.82,164.5,172.48,5.36
2018-07-18,203.01,100,350,0,0,0.0,0.0,13.64,25,306.11,188.5,200.86,10.59
2018-07-18,203.02,39,108,0,0,0.0,0.0,37.03,25,0.5,150.0,184.21,5.21
2018-07-18,203.03,76,307,0,0,0.0,0.0,14.07,41,2184.15,212.5,264.71,5.78
2018-07-18,301.0,51,208,0,0,0.0,0.0,84.29,27,0.79,136.0,143.25,4.18
2018-07-18,302.0,48,187,0,0,0.0,0.0,50.71,36,0.62,163.5,166.1,4.73
2018-07-18,303.0,72,267,0,0,0.0,0.0,25.35,58,0.79,199.5,247.68,7.04
2018-07-18,304.0,66,272,0,0,0.0,0.0,63.36,42,0.74,149.0,172.39,4.15
2018-07-18,305.0,40,183,0,0,0.0,0.0,62.25,29,0.98,195.5,229.05,6.25
2018-07-18,401.0,30,100,0,0,0.0,0.0,18.53,24,1.57,254.5,310.8,4.93
2018-07-18,402.0,5,18,0,0,0.0,0.0,16.6,5,4023.76,145.0,163.4,4.2
2018-07-18,403.0,36,141,0,0,0.0,0.0,40.22,35,2.12,187.0,251.53,6.92
2018-07-18,404.01,13,52,0,0,0.0,0.0,25.31,10,1.94,200.0,223.38,2.15
2018-07-18,406.0,49,175,0,0,0.0,0.0,22.18,34,3.0,140.0,173.2,5.92
2018-07-18,408.01,16,66,0,0,0.0,0.0,25.75,11,10.42,129.0,166.94,9.0
2018-07-18,501.01,15,70,0,0,0.0,0.0,53.13,12,2.92,140.0,193.87,4.53
2018-07-18,502.0,27,90,0,0,0.0,0.0,108.81,21,2.79,96.0,109.26,6.63
2018-07-18,503.0,20,53,0,0,0.0,0.0,42.8,17,1.92,120.0,116.75,4.05
2018-07-18,504.0,32,87,0,0,0.0,0.0,72.19,21,1.92,87.0,100.62,3.69
2018-07-18,505.0,24,57,0,0,0.0,0.0,46.0,12,2.35,67.5,85.92,12.71
2018-07-18,506.0,16,51,0,0,0.0,0.0,43.62,10,2.3,66.5,109.25,10.31
2018-07-18,507.0,28,110,0,0,0.0,0.0,97.57,21,2.72,134.5,148.14,5.82
2018-07-18,509.01,26,78,0,0,0.0,0.0,30.12,18,3.35,99.0,107.35,7.62
2018-07-18,510.0,11,45,0,0,0.0,0.0,38.55,9,4.38,110.0,136.18,3.82
2018-07-18,511.01,50,184,0,0,0.0,0.0,14.62,21,5.54,73.5,120.86,11.16
2018-07-18,512.0,33,120,0,0,0.0,0.0,47.3,26,2.32,110.0,136.12,5.55
2018-07-18,601.01,15,61,0,0,0.0,0.0,23.87,14,3.79,150.0,205.87,6.53
2018-07-18,602.0,11,63,0,0,0.0,0.0,36.73,9,3.79,230.0,267.45,9.09
2018-07-18,603.01,26,110,0,0,0.0,0.0,12.38,16,306.35,185.0,238.27,14.31
2018-07-18,604.0,41,158,0,0,0.0,0.0,27.61,37,3.43,179.0,208.76,5.83
2018-07-18,605.01,49,212,0,0,0.0,0.0,25.08,25,537.99,192.0,229.45,12.06
2018-07-18,606.0,66,230,0,0,0.0,0.0,23.91,45,4.39,172.5,267.68,9.8
2018-07-18,607.0,3,27,0,0,0.0,0.0,96.0,3,25.2,175.0,216.33,3.33
2018-07-18,608.0,38,172,0,0,0.0,0.0,39.55,31,2.81,145.0,237.03,7.92
2018-07-18,610.0,18,116,0,0,0.0,0.0,45.39,11,3.2,149.0,214.72,10.28
2018-07-18,611.01,2,15,0,0,0.0,0.0,93.5,2,6.5,307.5,307.5,3.0
2018-07-18,612.0,79,333,0,0,0.0,0.0,35.46,59,3.31,150.0,175.62,6.11
2018-07-18,701.01,275,1036,0,0,0.0,0.0,23.03,101,2184.2,198.0,239.26,13.39
2018-07-18,702.0,183,677,0,0,0.0,0.0,14.41,45,2184.14,191.0,244.42,14.21
2018-07-18,703.0,78,280,0,0,0.0,0.0,34.78,64,1.9,175.0,231.76,4.96
2018-07-18,704.02,22,62,0,0,0.0,0.0,15.36,14,1209.19,145.5,188.18,10.0
2018-07-18,705.0,68,223,0,0,0.0,0.0,38.38,54,2.4,175.0,212.31,5.69
2018-07-18,706.0,59,169,0,0,0.0,0.0,44.61,35,2.45,170.0,196.51,4.75
2018-07-18,707.0,59,146,0,0,0.0,0.0,39.42,30,21.96,150.0,173.97,6.07
2018-07-18,708.0,51,167,0,0,0.0,0.0,32.49,35,2.8,200.0,250.31,6.02
2018-07-18,709.0,65,213,0,0,0.0,0.0,46.57,43,2.97,150.0,174.75,6.25
2018-07-18,711.01,54,169,0,0,0.0,0.0,32.43,45,3.0,151.5,216.3,7.43
2018-07-18,712.01,19,71,0,0,0.0,0.0,6.37,15,2183.15,200.0,378.47,8.68
2018-07-18,801.0,6,14,0,0,0.0,0.0,38.83,6,3.88,72.5,81.5,4.83
2018-07-18,803.0,13,28,0,0,0.0,0.0,12.77,6,4.12,58.0,61.92,10.38
2018-07-18,804.01,7,20,0,0,0.0,0.0,42.57,7,3.83,110.0,111.86,7.86
2018-07-18,805.0,16,56,0,0,0.0,0.0,37.75,11,3.4,117.5,163.69,9.81
2018-07-18,806.01,15,58,0,0,0.0,0.0,19.73,12,11.14,125.0,146.07,7.87
2018-07-18,808.01,15,46,0,0,0.0,0.0,3.33,15,4.55,80.0,160.13,4.6
2018-07-18,809.0,47,134,0,0,0.0,0.0,14.17,31,4.7,75.0,98.45,4.62
2018-07-18,810.01,40,110,0,0,0.0,0.0,31.22,36,5.09,80.0,127.52,4.5
2018-07-18,811.0,123,511,0,0,0.0,0.0,4.15,29,2179.72,207.0,211.71,14.17
2018-07-18,812.0,35,120,0,0,0.0,0.0,39.89,25,5.6,95.0,134.74,6.06
2018-07-18,813.0,27,73,0,0,0.0,0.0,32.04,23,5.8,79.0,104.11,6.74
2018-07-18,814.0,73,299,0,0,0.0,0.0,52.29,41,4.64,129.0,144.27,6.21
2018-07-18,815.0,15,51,0,0,0.0,0.0,26.87,14,5.22,79.0,103.27,3.0
2018-07-18,817.0,18,68,0,0,0.0,0.0,23.11,16,4.56,90.0,111.72,5.61
2018-07-18,818.0,34,57,0,0,0.0,0.0,9.21,9,4.99,50.0,56.88,12.5
2018-07-18,819.0,14,17,0,0,0.0,0.0,2.79,5,5.79,36.0,45.14,14.36
2018-07-18,820.0,8,31,0,0,0.0,0.0,28.62,6,5.57,64.0,120.75,11.5
2018-07-18,821.0,15,56,0,0,0.0,0.0,13.87,8,6.02,70.0,140.4,9.07
2018-07-18,901.0,12,32,0,0,0.0,0.0,20.75,4,7.05,60.5,88.0,9.58
2018-07-18,902.0,3,6,0,0,0.0,0.0,25.0,2,6.18,55.0,56.67,12.33
2018-07-18,903.0,2,5,0,0,0.0,0.0,60.0,2,5.71,65.0,65.0,13.5
2018-07-18,904.0,12,23,0,0,0.0,0.0,6.42,3,4.81,50.0,75.67,7.92
2018-07-18,906.0,8,32,0,0,0.0,0.0,27.88,6,4.38,87.5,116.25,9.5
2018-07-18,907.0,63,223,0,0,0.0,0.0,25.83,27,4.25,99.0,112.44,12.59
2018-07-18,909.01,15,41,0,0,0.0,0.0,10.6,14,5.11,68.0,86.53,3.8
2018-07-18,910.01,45,112,0,0,0.0,0.0,84.67,22,5.62,80.0,88.78,9.42
2018-07-18,911.0,50,165,0,0,0.0,0.0,37.48,29,4.78,76.5,98.08,6.86
2018-07-18,912.0,12,38,0,0,0.0,0.0,50.42,9,5.04,77.0,96.58,4.67
2018-07-18,913.0,2,13,0,0,0.0,0.0,35.0,2,1094.01,142.5,142.5,1.0
2018-07-18,914.0,2,4,0,0,0.0,0.0,2.0,2,5.12,75.0,75.0,1.5
2018-07-18,915.0,32,144,0,0,0.0,0.0,32.78,13,5.47,68.5,100.72,7.69
2018-07-18,916.0,16,56,0,0,0.0,0.0,21.62,6,2183.26,60.0,87.5,9.25
