pad_scraped,pad_Census Tract (2010),pad_Count Listings,pad_Med. Price/mo.,pad_Avg. Price/mo.,pad_Avg. Beds,pad_Med. Price/mo./Bed,pad_Avg. Price/mo./Bed
2014-11-18,1104.01,6,1425.0,1304.17,1.0,1425.0,1304.17
2014-11-18,1104.03,7,1800.0,1814.29,1.14,1575.0,1587.5
2014-11-18,1105.01,4,1637.5,1693.75,1.0,1637.5,1693.75
2014-11-18,1105.02,9,1975.0,1919.44,1.33,1481.25,1439.58
2014-11-18,1106.01,3,2750.0,3233.33,2.33,1178.57,1385.71
2014-11-18,1106.07,19,1950.0,2010.53,2.05,950.0,979.49
2014-11-18,1201.03,5,2100.0,1760.0,1.8,1166.67,977.78
2014-11-18,1201.04,17,1650.0,1660.29,1.06,1558.33,1568.06
2014-11-18,1201.05,5,3000.0,3405.0,1.6,1875.0,2128.12
2014-11-18,1202.01,31,2100.0,2338.71,1.71,1228.3,1367.92
2014-11-18,1203.01,31,2400.0,2195.97,2.03,1180.95,1080.56
2014-11-18,1204.0,41,1800.0,1810.98,1.15,1570.21,1579.79
2014-11-18,1205.0,10,1750.0,1990.0,1.2,1458.33,1658.33
2014-11-18,1206.0,27,2000.0,2087.96,1.63,1227.27,1281.25
2014-11-18,1207.0,21,2000.0,2295.24,2.05,976.74,1120.93
2014-11-18,1301.0,11,1875.0,1981.82,1.18,1586.54,1676.92
2014-11-18,1302.0,13,1700.0,1998.08,1.31,1300.0,1527.94
2014-11-18,1303.0,15,1575.0,1565.0,0.93,1687.5,1676.79
2014-11-18,1304.02,6,787.5,1025.0,0.17,4725.0,6150.0
2014-11-18,1304.04,13,1400.0,1319.23,0.46,3033.33,2858.33
2014-11-18,1304.06,16,1575.0,1651.56,0.94,1680.0,1761.67
2014-11-18,1401.06,1,1725.0,1725.0,2.0,862.5,862.5
2014-11-18,1401.07,1,600.0,600.0,0.0,inf,inf
2014-11-18,1402.02,1,3000.0,3000.0,4.0,750.0,750.0
2014-11-18,1403.0,8,1450.0,1434.38,1.5,966.67,956.25
2014-11-18,1404.0,6,875.0,1045.83,0.67,1312.5,1568.75
2014-11-18,9803.0,4,3325.0,3287.5,2.25,1477.78,1461.11
2014-11-18,9807.0,1,3000.0,3000.0,0.0,inf,inf
2014-11-18,9810.0,1,2700.0,2700.0,3.0,900.0,900.0
2014-11-18,9812.01,1,3800.0,3800.0,3.0,1266.67,1266.67
2014-11-18,9812.02,3,3200.0,3333.33,2.67,1200.0,1250.0
2014-11-18,9813.0,12,2000.0,2179.17,1.0,2000.0,2179.17
2014-11-18,9817.0,7,3100.0,3414.29,0.29,10850.0,11950.0
2014-11-18,9818.0,47,1925.0,2267.02,1.06,1809.5,2131.0
2014-12-18,1.0,41,2100.0,2059.15,2.2,956.67,938.06
2014-12-18,2.01,41,1950.0,1972.56,2.29,850.53,860.37
2014-12-18,2.02,31,2100.0,1858.06,2.1,1001.54,886.15
2014-12-18,3.01,28,1950.0,2458.93,2.36,827.27,1043.18
2014-12-18,3.02,30,1650.0,1543.33,1.8,916.67,857.41
2014-12-18,4.01,58,1662.5,1751.72,1.59,1048.1,1104.35
2014-12-18,4.02,62,2000.0,2102.02,2.4,832.21,874.66
2014-12-18,5.02,67,1800.0,2251.87,2.03,886.76,1109.37
2014-12-18,5.03,72,1675.0,1886.11,1.68,996.69,1122.31
2014-12-18,5.04,86,1675.0,1671.22,1.56,1075.0,1072.57
2014-12-18,6.01,59,1800.0,1949.15,2.05,877.69,950.41
2014-12-18,6.02,55,1625.0,1848.64,1.13,1441.53,1639.92
2014-12-18,7.01,104,1700.0,1785.34,1.43,1186.58,1246.14
2014-12-18,7.03,113,2800.0,2781.64,2.55,1098.61,1091.41
2014-12-18,7.04,125,1600.0,1918.4,1.56,1025.64,1229.74
2014-12-18,8.02,153,2250.0,2751.63,2.75,819.64,1002.38
2014-12-18,8.03,3,2100.0,2533.33,1.67,1260.0,1520.0
2014-12-18,101.03,1,2750.0,2750.0,2.0,1375.0,1375.0
2014-12-18,101.04,62,2200.0,2200.0,1.19,1843.24,1843.24
2014-12-18,102.03,99,1950.0,2268.43,1.06,1838.57,2138.81
2014-12-18,102.04,101,2400.0,2670.79,2.02,1188.24,1322.3
2014-12-18,103.0,19,2250.0,2540.79,1.47,1526.79,1724.11
2014-12-18,104.03,66,2525.0,2560.98,1.14,2222.0,2253.67
2014-12-18,104.04,71,2200.0,2575.35,1.58,1394.64,1632.59
2014-12-18,104.05,42,2100.0,2435.12,1.31,1603.64,1859.55
2014-12-18,104.08,48,2075.0,2218.23,1.06,1952.94,2087.75
2014-12-18,105.0,79,2900.0,2731.65,1.23,2361.86,2224.74
2014-12-18,106.0,83,3000.0,3218.37,1.4,2146.55,2302.8
2014-12-18,107.01,174,2500.0,2809.77,1.12,2230.77,2507.18
2014-12-18,107.02,197,2650.0,2779.44,0.93,2852.73,2992.08
2014-12-18,108.01,112,2600.0,2835.49,1.13,2292.91,2500.59
2014-12-18,108.02,47,2200.0,2459.57,0.96,2297.78,2568.89
2014-12-18,201.01,61,2025.0,2224.18,0.87,2330.66,2559.91
2014-12-18,202.0,67,2300.0,2482.46,1.48,1556.57,1680.05
2014-12-18,203.01,30,2912.5,3000.0,1.4,2080.36,2142.86
2014-12-18,203.02,53,2025.0,2160.38,0.81,2495.93,2662.79
2014-12-18,203.03,60,2875.0,2970.42,1.07,2695.31,2784.77
2014-12-18,301.0,22,2400.0,2356.82,1.32,1820.69,1787.93
2014-12-18,302.0,28,2450.0,2639.29,1.93,1270.37,1368.52
2014-12-18,303.0,73,2850.0,2958.22,1.51,1891.36,1963.18
2014-12-18,304.0,47,2150.0,2285.11,1.38,1554.62,1652.31
2014-12-18,305.0,48,3025.0,2917.71,1.56,1936.0,1867.33
2014-12-18,401.0,12,2325.0,2354.17,1.42,1641.18,1661.76
2014-12-18,403.0,15,2325.0,2416.67,1.07,2179.69,2265.62
2014-12-18,404.01,19,2500.0,2336.84,1.47,1696.43,1585.71
2014-12-18,406.0,31,2200.0,2096.77,1.19,1843.24,1756.76
2014-12-18,408.01,35,2725.0,2792.14,1.23,2218.02,2272.67
2014-12-18,501.01,9,1600.0,1738.89,2.22,720.0,782.5
2014-12-18,502.0,6,2000.0,1766.67,2.5,800.0,706.67
2014-12-18,503.0,5,1600.0,1645.0,1.2,1333.33,1370.83
2014-12-18,504.0,8,1562.5,1637.5,1.25,1250.0,1310.0
2014-12-18,505.0,2,2025.0,2025.0,1.0,2025.0,2025.0
2014-12-18,506.0,2,1387.5,1387.5,1.5,925.0,925.0
2014-12-18,507.0,3,1300.0,1633.33,1.33,975.0,1225.0
2014-12-18,509.01,6,700.0,895.83,0.83,840.0,1075.0
2014-12-18,510.0,4,1837.5,1631.25,1.5,1225.0,1087.5
2014-12-18,511.01,1,1750.0,1750.0,3.0,583.33,583.33
2014-12-18,512.0,14,1912.5,2010.71,1.36,1409.21,1481.58
2014-12-18,601.01,20,1525.0,1662.5,1.45,1051.72,1146.55
2014-12-18,602.0,14,2350.0,2332.14,1.79,1316.0,1306.0
2014-12-18,603.01,22,2350.0,2378.41,1.95,1202.33,1216.86
2014-12-18,604.0,47,2400.0,2512.23,2.09,1151.02,1204.85
2014-12-18,605.01,18,2600.0,2508.33,2.39,1088.37,1050.0
2014-12-18,606.0,136,2725.0,2848.71,1.24,2192.9,2292.46
2014-12-18,607.0,5,2550.0,3170.0,2.8,910.71,1132.14
2014-12-18,608.0,49,2200.0,2188.27,1.59,1382.05,1374.68
2014-12-18,610.0,19,2300.0,2130.26,1.53,1506.9,1395.69
2014-12-18,611.01,2,1550.0,1550.0,1.5,1033.33,1033.33
2014-12-18,612.0,121,2550.0,2755.58,1.18,2157.69,2331.64
2014-12-18,701.01,122,2975.0,3249.8,1.2,2485.96,2715.58
2014-12-18,702.0,42,2050.0,2234.52,1.05,1956.82,2132.95
2014-12-18,703.0,79,2700.0,2796.84,1.44,1871.05,1938.16
2014-12-18,704.02,13,2550.0,2565.38,0.85,3013.64,3031.82
2014-12-18,705.0,48,2550.0,2602.08,1.19,2147.37,2191.23
2014-12-18,706.0,40,2325.0,2671.88,1.25,1860.0,2137.5
2014-12-18,707.0,47,2250.0,2462.23,1.15,1958.33,2143.06
2014-12-18,708.0,64,2500.0,3018.75,2.0,1250.0,1509.38
2014-12-18,709.0,85,1600.0,2126.47,0.78,2060.61,2738.64
2014-12-18,711.01,72,2500.0,2672.92,1.62,1538.46,1644.87
2014-12-18,712.01,43,3150.0,3001.74,1.23,2555.66,2435.38
2014-12-18,801.0,6,2550.0,2600.0,2.0,1275.0,1300.0
2014-12-18,803.0,13,2600.0,2153.85,3.0,866.67,717.95
2014-12-18,804.01,10,2050.0,2045.0,2.5,820.0,818.0
2014-12-18,805.0,28,3800.0,3477.68,2.86,1330.0,1217.19
2014-12-18,806.01,11,3000.0,3411.36,2.82,1064.52,1210.48
2014-12-18,808.01,21,3450.0,3053.57,2.43,1420.59,1257.35
2014-12-18,809.0,78,3462.5,3411.22,3.23,1071.73,1055.85
2014-12-18,810.01,64,4150.0,3880.47,3.5,1185.71,1108.71
2014-12-18,811.0,77,2400.0,3140.91,3.12,770.0,1007.71
2014-12-18,812.0,5,950.0,1605.0,2.8,339.29,573.21
2014-12-18,813.0,22,2350.0,2794.32,2.95,795.38,945.77
2014-12-18,814.0,44,2850.0,3005.68,3.2,889.36,937.94
2014-12-18,815.0,24,2100.0,1984.38,2.62,800.0,755.95
2014-12-18,817.0,8,1700.0,1675.0,2.25,755.56,744.44
2014-12-18,818.0,4,1175.0,1225.0,1.25,940.0,980.0
2014-12-18,819.0,3,1225.0,1125.0,1.33,918.75,843.75
2014-12-18,820.0,5,1800.0,1600.0,2.2,818.18,727.27
2014-12-18,821.0,1,175.0,175.0,0.0,inf,inf
2014-12-18,901.0,1,1450.0,1450.0,0.0,inf,inf
2014-12-18,902.0,2,1700.0,1700.0,2.5,680.0,680.0
2014-12-18,903.0,2,1750.0,1750.0,3.5,500.0,500.0
2014-12-18,904.0,2,1125.0,1125.0,1.5,750.0,750.0
2014-12-18,906.0,3,1350.0,1350.0,1.67,810.0,810.0
2014-12-18,907.0,23,2650.0,2150.0,2.87,923.48,749.24
2014-12-18,909.01,10,1987.5,1957.5,1.4,1419.64,1398.21
2014-12-18,910.01,9,2100.0,2388.89,2.56,821.74,934.78
2014-12-18,911.0,12,1300.0,1335.42,1.58,821.05,843.42
2014-12-18,912.0,18,1987.5,1729.17,2.44,813.07,707.39
2014-12-18,913.0,6,2150.0,2025.0,3.0,716.67,675.0
2014-12-18,914.0,1,2500.0,2500.0,0.0,inf,inf
2014-12-18,915.0,3,2000.0,2350.0,2.67,750.0,881.25
2014-12-18,916.0,2,1275.0,1275.0,1.0,1275.0,1275.0
2014-12-18,917.0,3,625.0,1166.67,2.67,234.38,437.5
2014-12-18,918.0,4,2075.0,1725.0,2.75,754.55,627.27
2014-12-18,919.0,1,1900.0,1900.0,2.0,950.0,950.0
2014-12-18,920.0,5,2100.0,1560.0,2.2,954.55,709.09
2014-12-18,921.01,13,1400.0,1507.69,1.69,827.27,890.91
2014-12-18,922.0,9,600.0,844.44,0.78,771.43,1085.71
2014-12-18,923.0,2,1300.0,1300.0,2.0,650.0,650.0
2014-12-18,1001.0,1,1700.0,1700.0,2.0,850.0,850.0
2014-12-18,1002.0,4,150.0,512.5,0.75,200.0,683.33
2014-12-18,1004.0,5,2100.0,1740.0,3.0,700.0,580.0
2014-12-18,1005.0,9,1500.0,1508.33,2.0,750.0,754.17
2014-12-18,1006.01,7,1800.0,1517.86,1.29,1400.0,1180.56
2014-12-18,1006.03,7,850.0,1246.43,1.86,457.69,671.15
2014-12-18,1007.0,3,1950.0,1683.33,2.0,975.0,841.67
2014-12-18,1008.0,6,1437.5,1345.83,0.83,1725.0,1615.0
2014-12-18,1009.0,13,2000.0,1703.85,1.54,1300.0,1107.5
2014-12-18,1010.01,1,500.0,500.0,0.0,inf,inf
2014-12-18,1011.01,1,1600.0,1600.0,3.0,533.33,533.33
2014-12-18,1101.03,12,2100.0,1683.33,2.0,1050.0,841.67
2014-12-18,1103.01,9,1950.0,2247.22,3.33,585.0,674.17
2014-12-18,1104.01,3,2000.0,1650.0,2.0,1000.0,825.0
2014-12-18,1104.03,6,2012.5,1937.5,1.67,1207.5,1162.5
2014-12-18,1105.01,2,1587.5,1587.5,2.0,793.75,793.75
2014-12-18,1105.02,7,2100.0,2135.71,2.71,773.68,786.84
2014-12-18,1106.01,5,2750.0,2540.0,2.4,1145.83,1058.33
2014-12-18,1106.07,11,1800.0,1859.09,2.27,792.0,818.0
2014-12-18,1201.03,3,925.0,1575.0,1.67,555.0,945.0
2014-12-18,1201.04,17,1900.0,1933.82,1.76,1076.67,1095.83
2014-12-18,1201.05,4,3000.0,3000.0,2.0,1500.0,1500.0
2014-12-18,1202.01,17,2100.0,2211.76,2.41,870.73,917.07
2014-12-18,1203.01,32,2100.0,2132.81,2.41,872.73,886.36
2014-12-18,1204.0,34,1750.0,2047.79,1.94,901.52,1054.92
2014-12-18,1205.0,7,2100.0,1842.86,1.71,1225.0,1075.0
2014-12-18,1206.0,18,2337.5,2111.11,2.06,1137.16,1027.03
2014-12-18,1207.0,13,2400.0,2442.31,2.69,891.43,907.14
2014-12-18,1301.0,19,2000.0,2032.89,1.63,1225.81,1245.97
2014-12-18,1302.0,9,2000.0,2738.89,1.78,1125.0,1540.62
2014-12-18,1303.0,12,1575.0,1708.33,1.33,1181.25,1281.25
2014-12-18,1304.02,2,2525.0,2525.0,2.5,1010.0,1010.0
2014-12-18,1304.04,5,1400.0,1360.0,1.0,1400.0,1360.0
2014-12-18,1304.06,10,1712.5,1607.5,1.3,1317.31,1236.54
2014-12-18,1401.05,4,1650.0,1512.5,2.0,825.0,756.25
2014-12-18,1401.07,1,1800.0,1800.0,2.0,900.0,900.0
2014-12-18,1403.0,9,1450.0,1752.78,2.33,621.43,751.19
2014-12-18,1404.0,3,2000.0,1733.33,2.33,857.14,742.86
2014-12-18,9803.0,4,2462.5,2525.0,1.25,1970.0,2020.0
2014-12-18,9811.0,1,2300.0,2300.0,2.0,1150.0,1150.0
2014-12-18,9812.01,1,3700.0,3700.0,3.0,1233.33,1233.33
2014-12-18,9812.02,3,3600.0,3766.67,3.33,1080.0,1130.0
2014-12-18,9813.0,10,1800.0,1782.5,1.9,947.37,938.16
2014-12-18,9815.01,1,1600.0,1600.0,1.0,1600.0,1600.0
2014-12-18,9818.0,56,1850.0,2095.54,1.09,1698.36,1923.77
2015-01-18,1.0,38,2200.0,2107.24,2.37,928.89,889.72
2015-01-18,2.01,49,2000.0,2069.39,2.1,951.46,984.47
2015-01-18,2.02,35,2250.0,2172.86,2.57,875.0,845.0
2015-01-18,3.01,32,2100.0,2567.19,2.59,809.64,989.76
2015-01-18,3.02,40,1875.0,1931.88,2.08,903.61,931.02
2015-01-18,4.01,77,1700.0,1975.0,2.04,833.76,968.63
2015-01-18,4.02,74,2000.0,2566.89,2.84,704.76,904.52
2015-01-18,5.02,88,1912.5,2396.31,2.08,919.67,1152.32
2015-01-18,5.03,56,1850.0,2075.0,1.89,977.36,1096.23
2015-01-18,5.04,103,1950.0,2060.19,2.03,961.0,1015.31
2015-01-18,6.01,72,2250.0,2442.71,2.6,866.31,940.51
2015-01-18,6.02,81,2075.0,2376.85,2.05,1012.5,1159.79
2015-01-18,7.01,151,1900.0,2285.26,2.23,853.87,1027.01
2015-01-18,7.03,218,3050.0,3060.67,3.1,985.04,988.48
2015-01-18,7.04,160,1700.0,2114.06,1.84,922.03,1146.61
2015-01-18,8.02,259,2600.0,2968.53,3.1,838.61,957.47
2015-01-18,8.03,3,4000.0,3433.33,3.0,1333.33,1144.44
2015-01-18,101.03,2,2350.0,2350.0,1.5,1566.67,1566.67
2015-01-18,101.04,61,2100.0,2465.16,1.31,1601.25,1879.69
2015-01-18,102.03,134,1937.5,2285.45,1.21,1602.62,1890.43
2015-01-18,102.04,129,2900.0,2861.82,2.11,1375.37,1357.26
2015-01-18,103.0,17,3600.0,3433.82,2.35,1530.0,1459.38
2015-01-18,104.03,104,2462.5,2619.47,1.18,2082.11,2214.84
2015-01-18,104.04,208,3000.0,3242.67,2.16,1386.67,1498.83
2015-01-18,104.05,59,3100.0,3660.17,2.59,1195.42,1411.44
2015-01-18,104.08,35,1950.0,2142.86,1.06,1844.59,2027.03
2015-01-18,105.0,55,2850.0,2923.64,1.36,2090.0,2144.0
2015-01-18,106.0,85,3300.0,3679.41,1.56,2109.02,2351.5
2015-01-18,107.01,150,2500.0,2830.33,1.25,2005.35,2270.32
2015-01-18,107.02,164,2850.0,2847.56,0.93,3054.9,3052.29
2015-01-18,108.01,48,2475.0,2673.44,1.17,2121.43,2291.52
2015-01-18,108.02,54,2300.0,2661.57,1.09,2105.08,2436.02
2015-01-18,201.01,42,2275.0,2414.29,0.83,2730.0,2897.14
2015-01-18,202.0,72,2300.0,2523.26,1.33,1725.0,1892.45
2015-01-18,203.01,27,2825.0,2729.63,1.07,2630.17,2541.38
2015-01-18,203.02,39,1975.0,2238.46,0.82,2407.03,2728.12
2015-01-18,203.03,62,2875.0,3041.13,1.15,2510.56,2655.63
2015-01-18,301.0,20,2400.0,2502.5,1.7,1411.76,1472.06
2015-01-18,302.0,29,2400.0,2615.52,1.93,1242.86,1354.46
2015-01-18,303.0,89,2825.0,3017.7,1.44,1964.26,2098.24
2015-01-18,304.0,60,2300.0,2346.25,1.5,1533.33,1564.17
2015-01-18,305.0,36,3200.0,2838.89,1.47,2173.58,1928.3
2015-01-18,401.0,12,2725.0,2497.92,1.5,1816.67,1665.28
2015-01-18,402.0,2,2775.0,2775.0,2.0,1387.5,1387.5
2015-01-18,403.0,32,2400.0,2376.56,1.59,1505.88,1491.18
2015-01-18,404.01,13,2400.0,2601.92,1.54,1560.0,1691.25
2015-01-18,406.0,24,2162.5,2372.92,1.5,1441.67,1581.94
2015-01-18,408.01,47,2800.0,2764.89,1.32,2122.58,2095.97
2015-01-18,501.01,5,1500.0,1715.0,2.2,681.82,779.55
2015-01-18,502.0,7,1500.0,1510.71,2.14,700.0,705.0
2015-01-18,503.0,4,1162.5,1262.5,0.75,1550.0,1683.33
2015-01-18,504.0,8,1575.0,1600.0,1.5,1050.0,1066.67
2015-01-18,505.0,3,1650.0,1533.33,1.0,1650.0,1533.33
2015-01-18,506.0,7,1900.0,1714.29,1.71,1108.33,1000.0
2015-01-18,507.0,17,1600.0,1817.65,1.82,877.42,996.77
2015-01-18,509.01,7,1600.0,1596.43,2.0,800.0,798.21
2015-01-18,510.0,14,2000.0,1753.57,2.29,875.0,767.19
2015-01-18,511.01,5,1050.0,1210.0,0.6,1750.0,2016.67
2015-01-18,512.0,21,1750.0,1779.76,1.48,1185.48,1205.65
2015-01-18,601.01,24,2175.0,2246.88,1.71,1273.17,1315.24
2015-01-18,602.0,7,1900.0,2057.14,1.43,1330.0,1440.0
2015-01-18,603.01,20,2500.0,2801.25,2.2,1136.36,1273.3
2015-01-18,604.0,29,2350.0,2241.38,1.69,1390.82,1326.53
2015-01-18,605.01,27,2500.0,2462.96,2.04,1227.27,1209.09
2015-01-18,606.0,108,2637.5,2878.24,1.31,2005.99,2189.08
2015-01-18,607.0,5,3300.0,3520.0,3.0,1100.0,1173.33
2015-01-18,608.0,43,2300.0,2376.16,1.88,1220.99,1261.42
2015-01-18,610.0,22,2350.0,2454.55,1.95,1202.33,1255.81
2015-01-18,612.0,126,2762.5,2752.98,1.47,1881.49,1875.0
2015-01-18,701.01,112,3237.5,3384.38,1.29,2518.06,2632.29
2015-01-18,702.0,33,2300.0,2454.55,1.12,2051.35,2189.19
2015-01-18,703.0,74,2450.0,2639.86,1.3,1888.54,2034.9
2015-01-18,704.02,20,2600.0,2736.25,1.3,2000.0,2104.81
2015-01-18,705.0,34,2625.0,2677.94,1.32,1983.33,2023.33
2015-01-18,706.0,58,2250.0,2598.28,1.31,1717.11,1982.89
2015-01-18,707.0,36,2325.0,2654.17,1.22,1902.27,2171.59
2015-01-18,708.0,94,3100.0,3607.71,2.49,1245.3,1449.25
2015-01-18,709.0,44,3200.0,3602.84,2.32,1380.39,1554.17
2015-01-18,711.01,66,2750.0,2888.26,1.86,1475.61,1549.8
2015-01-18,712.01,45,3150.0,3071.11,1.27,2486.84,2424.56
2015-01-18,801.0,8,2375.0,2943.75,2.12,1117.65,1385.29
2015-01-18,803.0,8,2400.0,2231.25,2.75,872.73,811.36
2015-01-18,804.01,9,2200.0,2355.56,3.33,660.0,706.67
2015-01-18,805.0,43,3200.0,3445.35,3.0,1066.67,1148.45
2015-01-18,806.01,51,4600.0,4215.69,3.29,1396.43,1279.76
2015-01-18,808.01,32,3200.0,3260.16,3.03,1055.67,1075.52
2015-01-18,809.0,204,3850.0,3770.71,3.61,1065.67,1043.72
2015-01-18,810.01,133,4200.0,3953.95,3.76,1117.2,1051.75
2015-01-18,811.0,161,2900.0,3102.02,3.05,950.92,1017.16
2015-01-18,812.0,14,2450.0,2405.36,2.79,879.49,863.46
2015-01-18,813.0,23,2100.0,2783.7,3.04,690.0,914.64
2015-01-18,814.0,87,3300.0,3265.23,3.45,957.0,946.92
2015-01-18,815.0,21,2000.0,1988.1,2.43,823.53,818.63
2015-01-18,817.0,6,2650.0,2750.0,2.5,1060.0,1100.0
2015-01-18,818.0,5,850.0,1050.0,0.6,1416.67,1750.0
2015-01-18,819.0,3,1250.0,1533.33,1.33,937.5,1150.0
2015-01-18,820.0,5,850.0,1320.0,2.4,354.17,550.0
2015-01-18,821.0,5,1850.0,1750.0,2.2,840.91,795.45
2015-01-18,901.0,1,1600.0,1600.0,2.0,800.0,800.0
2015-01-18,902.0,3,1750.0,1400.0,2.0,875.0,700.0
2015-01-18,903.0,2,1650.0,1650.0,3.0,550.0,550.0
2015-01-18,904.0,2,500.0,500.0,0.0,inf,inf
2015-01-18,907.0,28,2525.0,2125.0,2.93,862.2,725.61
2015-01-18,909.01,10,1912.5,1812.5,0.9,2125.0,2013.89
2015-01-18,910.01,10,2650.0,2240.0,2.3,1152.17,973.91
2015-01-18,911.0,24,1950.0,2153.12,2.33,835.71,922.77
2015-01-18,912.0,15,1975.0,1906.67,2.47,800.68,772.97
2015-01-18,913.0,4,2300.0,2175.0,3.75,613.33,580.0
2015-01-18,914.0,1,1600.0,1600.0,4.0,400.0,400.0
2015-01-18,915.0,3,2100.0,1625.0,1.67,1260.0,975.0
2015-01-18,916.0,8,2000.0,1990.62,2.12,941.18,936.76
2015-01-18,917.0,5,1800.0,1830.0,3.2,562.5,571.88
2015-01-18,918.0,4,1775.0,1475.0,2.25,788.89,655.56
2015-01-18,919.0,1,1450.0,1450.0,2.0,725.0,725.0
2015-01-18,920.0,5,1550.0,1390.0,2.2,704.55,631.82
2015-01-18,921.01,11,2100.0,1940.91,2.27,924.0,854.0
2015-01-18,922.0,3,1800.0,1450.0,1.67,1080.0,870.0
2015-01-18,923.0,3,1500.0,1600.0,2.33,642.86,685.71
2015-01-18,1001.0,2,2000.0,2000.0,3.0,666.67,666.67
2015-01-18,1002.0,6,750.0,900.0,2.0,375.0,450.0
2015-01-18,1003.0,1,750.0,750.0,0.0,inf,inf
2015-01-18,1004.0,2,1400.0,1400.0,2.0,700.0,700.0
2015-01-18,1005.0,10,1650.0,1615.0,2.1,785.71,769.05
2015-01-18,1006.01,6,1850.0,1816.67,2.33,792.86,778.57
2015-01-18,1006.03,6,1850.0,1595.83,2.0,925.0,797.92
2015-01-18,1007.0,5,1600.0,1595.0,2.0,800.0,797.5
2015-01-18,1008.0,9,1825.0,1541.67,1.44,1263.46,1067.31
2015-01-18,1009.0,19,900.0,1260.53,0.68,1315.38,1842.31
2015-01-18,1010.01,2,1300.0,1300.0,2.0,650.0,650.0
2015-01-18,1010.02,1,850.0,850.0,0.0,inf,inf
2015-01-18,1011.01,2,1850.0,1850.0,3.5,528.57,528.57
2015-01-18,1011.02,3,1800.0,1616.67,2.67,675.0,606.25
2015-01-18,1101.03,20,1975.0,1846.25,2.15,918.6,858.72
2015-01-18,1103.01,8,3300.0,2868.75,3.62,910.34,791.38
2015-01-18,1104.01,7,2150.0,2235.71,2.71,792.11,823.68
2015-01-18,1104.03,5,1950.0,1975.0,2.8,696.43,705.36
2015-01-18,1105.01,7,1700.0,1635.71,2.0,850.0,817.86
2015-01-18,1105.02,14,2150.0,2110.71,3.0,716.67,703.57
2015-01-18,1106.01,1,4200.0,4200.0,4.0,1050.0,1050.0
2015-01-18,1106.07,28,1800.0,1782.14,2.04,884.21,875.44
2015-01-18,1201.03,3,2000.0,1883.33,2.0,1000.0,941.67
2015-01-18,1201.04,21,2000.0,2216.67,2.1,954.55,1057.95
2015-01-18,1201.05,4,2450.0,2387.5,1.75,1400.0,1364.29
2015-01-18,1202.01,32,1900.0,2085.94,2.03,935.38,1026.92
2015-01-18,1203.01,32,2100.0,2348.44,2.75,763.64,853.98
2015-01-18,1204.0,44,2400.0,2353.41,2.02,1186.52,1163.48
2015-01-18,1205.0,16,2100.0,1946.88,1.81,1158.62,1074.14
2015-01-18,1206.0,34,2800.0,2642.65,2.76,1012.77,955.85
2015-01-18,1207.0,33,2900.0,2813.64,2.91,996.88,967.19
2015-01-18,1301.0,17,1975.0,1964.71,1.71,1157.76,1151.72
2015-01-18,1302.0,5,2800.0,3130.0,2.2,1272.73,1422.73
2015-01-18,1303.0,8,1500.0,1718.75,1.5,1000.0,1145.83
2015-01-18,1304.02,11,1825.0,1847.73,1.91,955.95,967.86
2015-01-18,1304.04,4,1612.5,1462.5,1.25,1290.0,1170.0
2015-01-18,1304.06,8,1825.0,1771.88,1.62,1123.08,1090.38
2015-01-18,1401.05,7,2400.0,2314.29,3.0,800.0,771.43
2015-01-18,1401.06,1,1650.0,1650.0,2.0,825.0,825.0
2015-01-18,1403.0,5,1450.0,1445.0,1.2,1208.33,1204.17
2015-01-18,1404.0,6,1950.0,2083.33,1.83,1063.64,1136.36
2015-01-18,9803.0,2,2462.5,2462.5,1.5,1641.67,1641.67
2015-01-18,9810.0,1,4000.0,4000.0,4.0,1000.0,1000.0
2015-01-18,9811.0,1,1250.0,1250.0,0.0,inf,inf
2015-01-18,9812.01,4,3000.0,3050.0,3.0,1000.0,1016.67
2015-01-18,9812.02,3,3600.0,3716.67,3.33,1080.0,1115.0
2015-01-18,9813.0,7,1800.0,1867.86,2.14,840.0,871.67
2015-01-18,9817.0,4,3550.0,3825.0,1.25,2840.0,3060.0
2015-01-18,9818.0,50,2050.0,2395.5,1.46,1404.11,1640.75
2015-02-18,1.0,54,2250.0,2254.63,2.56,880.43,882.25
2015-02-18,2.01,54,2500.0,2301.85,2.2,1134.45,1044.54
2015-02-18,2.02,24,2300.0,2251.04,2.5,920.0,900.42
2015-02-18,3.01,36,2600.0,2811.81,2.81,926.73,1002.23
2015-02-18,3.02,31,1750.0,1937.9,2.26,775.0,858.21
2015-02-18,4.01,69,1875.0,2213.41,2.16,868.29,1025.0
2015-02-18,4.02,60,2000.0,2162.08,2.28,875.91,946.9
2015-02-18,5.02,82,2100.0,2370.43,2.1,1001.16,1130.09
2015-02-18,5.03,77,1950.0,2224.35,2.05,950.32,1084.02
2015-02-18,5.04,133,2350.0,2405.45,2.59,908.58,930.01
2015-02-18,6.01,80,2100.0,2290.94,2.4,875.0,954.56
2015-02-18,6.02,122,2100.0,2369.06,2.19,959.55,1082.49
2015-02-18,7.01,252,1600.0,2012.9,1.75,916.36,1152.84
2015-02-18,7.03,217,2600.0,2749.42,2.65,979.51,1035.81
2015-02-18,7.04,257,2500.0,2585.21,2.69,929.81,961.51
2015-02-18,8.02,305,2800.0,3051.31,3.26,859.15,936.27
2015-02-18,8.03,4,2525.0,2662.5,2.25,1122.22,1183.33
